Date,Open,High,Low,Close,Volume
2010-01-04,83.77200317382812,83.77200317382812,83.33699798583984,83.33699798583984,0
2010-01-05,83.68900299072266,84.6500015258789,83.68900299072266,84.55000305175781,0
2010-01-06,83.78800201416016,84.55000305175781,83.572998046875,84.30000305175781,0
2010-01-07,83.26000213623047,83.6719970703125,83.26000213623047,83.61299896240234,0
2010-01-08,83.93099975585938,83.93099975585938,83.93099975585938,83.93099975585938,0
2010-01-11,83.72100067138672,83.72100067138672,83.72100067138672,83.72100067138672,0
2010-01-12,83.63800048828125,83.63800048828125,83.63800048828125,83.63800048828125,0
2010-01-13,83.7040023803711,83.7040023803711,83.7040023803711,83.7040023803711,0
2010-01-14,83.36699676513672,83.43599700927734,83.36699676513672,83.43599700927734,0
2010-01-15,83.11100006103516,83.11100006103516,83.11100006103516,83.11100006103516,0
2010-01-18,83.26599884033203,83.26599884033203,83.26599884033203,83.26599884033203,0
2010-01-19,83.56300354003906,83.56300354003906,83.56300354003906,83.56300354003906,0
2010-01-20,83.49099731445312,83.49099731445312,83.49099731445312,83.49099731445312,0
2010-01-21,83.58799743652344,83.58799743652344,83.41400146484375,83.41400146484375,0
2010-01-22,83.22699737548828,83.39800262451172,83.22699737548828,83.39800262451172,0
2010-01-25,83.13099670410156,83.6709976196289,83.13099670410156,83.61799621582031,0
2010-01-26,83.53500366210938,83.53500366210938,83.53500366210938,83.53500366210938,0
2010-01-27,83.41899871826172,83.41899871826172,83.41899871826172,83.41899871826172,0
2010-01-28,83.53299713134766,83.53299713134766,83.53299713134766,83.53299713134766,0
2010-01-29,83.74500274658203,83.74500274658203,83.74500274658203,83.74500274658203,0
2010-02-01,83.88200378417969,84.9000015258789,83.88200378417969,84.9000015258789,0
2010-02-02,83.68199920654297,84.9000015258789,83.68199920654297,84.75,0
2010-02-03,83.61399841308594,84.75,83.61399841308594,84.75,0
2010-02-04,83.76499938964844,84.75,83.76499938964844,84.75,0
2010-02-05,83.62200164794922,84.80000305175781,83.62200164794922,84.80000305175781,0
2010-02-08,83.76699829101562,84.81999969482422,83.76699829101562,84.6500015258789,0
2010-02-09,83.71399688720703,84.94999694824219,83.71399688720703,84.9000015258789,0
2010-02-10,83.72799682617188,84.9000015258789,83.72799682617188,84.69999694824219,0
2010-02-11,83.70500183105469,84.80000305175781,83.70500183105469,84.75,0
2010-02-12,83.7760009765625,84.75,83.7760009765625,84.55000305175781,0
2010-02-15,83.75399780273438,83.75399780273438,83.75399780273438,83.75399780273438,0
2010-02-16,83.68699645996094,84.69999694824219,83.68699645996094,84.69999694824219,0
2010-02-17,83.6719970703125,84.69999694824219,83.6719970703125,84.69999694824219,0
2010-02-18,83.66000366210938,84.8499984741211,83.64600372314453,84.75,0
2010-02-19,83.72799682617188,84.8499984741211,83.69100189208984,84.75,0
2010-02-22,83.89299774169922,84.95999908447266,83.89299774169922,84.95999908447266,0
2010-02-23,83.81900024414062,84.94999694824219,83.81900024414062,84.94999694824219,0
2010-02-24,83.9000015258789,83.9000015258789,83.83999633789062,83.875,0
2010-02-25,83.84100341796875,84.75,83.84100341796875,84.75,0
2010-02-26,83.71099853515625,85.0,83.71099853515625,85.0,0
2010-03-01,83.8280029296875,85.05000305175781,83.8280029296875,84.94999694824219,0
2010-03-02,83.86699676513672,85.05000305175781,83.86699676513672,85.0,0
2010-03-03,83.94599914550781,85.01000213623047,83.94599914550781,84.94999694824219,0
2010-03-04,83.61199951171875,85.0,83.61199951171875,84.69999694824219,0
2010-03-05,83.49299621582031,84.5999984741211,83.49299621582031,84.5999984741211,0
2010-03-08,83.53700256347656,84.8499984741211,83.53700256347656,84.5,0
2010-03-09,83.7239990234375,84.6500015258789,83.36100006103516,84.6500015258789,0
2010-03-10,83.29000091552734,84.6500015258789,83.29000091552734,84.19999694824219,0
2010-03-11,82.99099731445312,84.5,82.99099731445312,84.30000305175781,0
2010-03-12,82.80999755859375,84.30000305175781,82.80999755859375,84.30000305175781,0
2010-03-15,83.05000305175781,83.05000305175781,83.05000305175781,83.05000305175781,0
2010-03-16,83.27100372314453,84.3499984741211,83.27100372314453,84.30000305175781,0
2010-03-17,83.0469970703125,84.30000305175781,83.0469970703125,84.0,0
2010-03-18,83.39299774169922,84.30000305175781,83.06700134277344,84.25,0
2010-03-19,83.09600067138672,84.25,83.09600067138672,83.94999694824219,0
2010-03-22,83.03600311279297,83.94999694824219,83.03600311279297,83.9000015258789,0
2010-03-23,82.7750015258789,83.94999694824219,82.7750015258789,83.94999694824219,0
2010-03-24,82.71800231933594,84.0,82.71800231933594,83.9000015258789,0
2010-03-25,82.79900360107422,83.80000305175781,82.79900360107422,83.5,0
2010-03-26,82.68900299072266,83.75,82.68900299072266,83.69999694824219,0
2010-03-29,82.66400146484375,83.80000305175781,82.66400146484375,83.75,0
2010-03-30,82.63700103759766,83.6500015258789,82.63700103759766,83.6500015258789,0
2010-03-31,82.90399932861328,83.9000015258789,82.90399932861328,83.75,0
2010-04-01,83.2020034790039,84.19999694824219,83.2020034790039,84.1500015258789,0
2010-04-02,82.70800018310547,84.0,82.70800018310547,84.0,0
2010-04-05,83.23999786376953,83.94999694824219,83.23999786376953,83.94999694824219,0
2010-04-06,83.6259994506836,83.75,82.70099639892578,83.75,0
2010-04-07,82.38600158691406,83.5,82.38600158691406,83.4000015258789,0
2010-04-08,82.48100280761719,83.5999984741211,82.48100280761719,83.55000305175781,0
2010-04-09,82.86000061035156,84.05000305175781,82.86000061035156,83.9000015258789,0
2010-04-12,82.75499725341797,83.9000015258789,82.75499725341797,83.9000015258789,0
2010-04-13,82.89199829101562,83.75,82.4520034790039,82.4520034790039,0
2010-04-14,82.7030029296875,83.55000305175781,82.7030029296875,83.5,0
2010-04-15,82.74800109863281,83.6500015258789,82.74800109863281,83.5999984741211,0
2010-04-16,82.75800323486328,84.0,82.75800323486328,82.98200225830078,0
2010-04-19,82.80799865722656,83.94999694824219,82.80799865722656,83.94999694824219,0
2010-04-20,82.97799682617188,84.02999877929688,82.97799682617188,84.0,0
2010-04-21,82.74800109863281,83.69999694824219,82.74800109863281,83.5999984741211,0
2010-04-22,82.6520004272461,83.80000305175781,82.6520004272461,83.80000305175781,0
2010-04-23,82.84500122070312,84.1500015258789,82.84500122070312,84.0999984741211,0
2010-04-26,82.85700225830078,83.9000015258789,82.85700225830078,83.9000015258789,0
2010-04-27,82.78099822998047,83.94999694824219,82.78099822998047,83.9000015258789,0
2010-04-28,83.58499908447266,83.8499984741211,82.76499938964844,83.8499984741211,0
2010-04-29,82.81300354003906,83.94999694824219,82.81300354003906,83.94999694824219,0
